text,label
HOW AUX DET NOUN VERB NOUN,DIFFICULT
ADP DET NOUN PRON VERB DET NOUN ADP ADJ NOUN PRON VERB DET NOUN ADP DET NOUN ADP ADJ NOUN DET NOUN ADP NOUN AUX ADV ADJ,DIFFICULT
DET NOUN ADP DET NOUN NOUN AUX VERB ADP DET ADJ NOUN ADJ ADJ SCONJ DET NOUN AUX ADV NOUN DET NOUN AUX ADV AUX VERB ADP,EASY
VERB NOUN VERB ADP DET NOUN NOUN AUX VERB,EASY
DET ADJ NOUN ADP DET NOUN CCONJ NOUN ADP DET NOUN AUX VERB,EASY
WHICH NOUN VERB ADJ NOUN,EASY
DET NOUN NOUN PROPN AUX DET ADJ NOUN WHICH NOUN NOUN VERB DET NOUN NOUN PRON AUX ADJ PART VERB,EASY
WHEN NOUN VERB DET NOUN NOUN DET NOUN AUX,EASY
NOUN VERB NOUN VERB WHICH NOUN ADP DET NOUN,EASY
ADP NOUN WHERE AUX DET NOUN ADP NOUN ADP DET NOUN NOUN ADV VERB NOUN,EASY
DET NOUN VERB DET NUM NOUN NOUN ADP DET NOUN PART VERB DET NOUN ADP NOUN ADP NOUN NOUN ADP DET NOUN WHICH NOUN ADP DET NOUN AUX AUX ADV ADJ PART VERB ADP NOUN PUNCT,EASY
ADP DET ADJ NOUN ADP NOUN ADJ NOUN ADP DET NOUN VERB DET ADJ NOUN DET NOUN AUX VERB ADP,DIFFICULT
WHICH NOUN VERB ADP NOUN PRON VERB ADP DET NOUN NOUN VERB ADJ ADJ NOUN,EASY
DET NOUN VERB DET NOUN NOUN ADP DET NOUN ADP DET NOUN NUM NOUN ADV ADV NOUN AUX ADP DET NOUN WHICH NOUN VERB DET NOUN NOUN PART VERB ADP NOUN,EASY
WHEN VERB ADP DET NOUN NOUN NOUN NOUN AUX VERB NOUN WHICH NOUN AUX DET NOUN NOUN VERB ADP,EASY
DET ADJ NOUN ADP NOUN CCONJ NOUN ADP CCONJ NOUN CCONJ NOUN AUX,EASY
WHICH ADP DET VERB NOUN ADV ADP NOUN,EASY
PROPN NOUN VERB NOUN PRON AUX VERB ADP PROPN PROPN NOUN VERB DET NOUN ADP PROPN PROPN NOUN ADV VERB NOUN CCONJ VERB PRON ADP DET NOUN ADV ADV ADV ADP DET NOUN NOUN NOUN PROPN NOUN AUX PART VERB DET NOUN ADP DET NOUN PRON VERB HOW AUX NOUN NOUN VERB ADP ADJ NOUN PART VERB CCONJ VERB,DIFFICULT
PART VERB DET NOUN DET NOUN AUX AUX VERB ADV PUNCT,EASY
PROPN PART NOUN NOUN AUX DET ADJ ADJ ADJ NOUN VERB ADP ADJ NOUN ADP PROPN ADP PROPN PROPN NOUN ADP ADJ NOUN AUX VERB SCONJ ADJ NOUN VERB DET ADJ NOUN ADV ADV DET NOUN NOUN VERB NOUN ADP,EASY
NOUN AUX DET NOUN ADP NOUN PART WHICH NOUN,EASY
PROPN VERB DET NOUN NOUN PRON VERB DET NOUN ADP WHAT DET NOUN NOUN VERB PART VERB CCONJ VERB WHICH NOUN AUX DET NOUN VERB WHEN PRON VERB PRON ADJ NOUN,EASY
WHICH VERB NOUN PRON AUX ADJ ADP VERB ADP DET NOUN,EASY
WHAT NOUN ADV VERB DET NOUN PART VERB ADJ NOUN VERB ADP ADJ NOUN,EASY
NOUN AUX VERB ADP DET NOUN ADP DET NOUN PRON ADV VERB NOUN ADP PRON,EASY
NOUN VERB NOUN ADP DET NOUN ADP ADJ NOUN NOUN SCONJ DET ADJ NOUN DET NOUN PART NOUN VERB ADJ CCONJ PRON NOUN VERB PART VERB DET NOUN AUX ADV ADV VERB ADP,DIFFICULT
ADP DET ADJ NOUN ADJ NOUN AUX VERB ADP,EASY
WHICH NOUN AUX VERB ADV ADV,EASY
DET NOUN VERB SCONJ NOUN AUX NOUN WHICH NOUN AUX ADV VERB DET NOUN VERB SCONJ PRON AUX ADJ,DIFFICULT
WHICH NOUN VERB NOUN ADP VERB NOUN,EASY
DET ADJ NOUN VERB ADP NOUN VERB ADJ HOW AUX NOUN ADP DET PROPN VERB ADP DET NOUN,DIFFICULT
NUM NOUN VERB ADP PROPN AUX ADV ADJ ADP DET ADJ NOUN ADP ADP NOUN ADP DET ADJ NOUN ADP DET NOUN DET NOUN AUX ADV ADJ ADP DET NOUN WHICH NOUN VERB DET NOUN,EASY
DET NOUN ADP DET NOUN VERB DET NOUN VERB PRON NOUN NOUN WHAT NOUN ADP DET NOUN NOUN VERB DET NOUN ADP VERB NOUN ADP DET NOUN ADP NOUN,EASY
WHICH NOUN VERB NOUN PRON VERB PRON DET ADV ADJ NOUN ADP DET NOUN ADP ADJ ADJ,EASY
DET NOUN ADP ADJ NOUN ADP PROPN CCONJ DET NOUN ADP PROPN AUX VERB ADP,EASY
WHICH NOUN VERB ADV ADP DET NOUN ADP DET NOUN,EASY
DET ADJ ADJ NOUN NOUN ADV VERB NOUN ADP,EASY
WHICH NOUN NOUN AUX VERB ADP NOUN ADP NOUN,EASY
WHICH NOUN ADV AUX DET NOUN ADP DET ADJ NOUN,EASY
WHICH ADP DET ADJ NOUN VERB ADV,EASY
PROPN PART NOUN AUX VERB ADP ADJ WHICH DET NOUN AUX NOUN VERB PART VERB,EASY
HOW AUX ADJ ADJ NOUN NOUN ADP NOUN ADP NOUN CCONJ NOUN,DIFFICULT
SCONJ DET NOUN ADP DET NOUN AUX VERB DET ADJ NOUN ADP NOUN ADV VERB DET NOUN ADP ADJ NOUN DET NOUN ADP DET ADJ NOUN ADP NOUN AUX VERB ADP,EASY
WHICH NOUN NOUN AUX VERB ADJ,EASY
WHICH NOUN VERB DET NOUN VERB ADP PRON NOUN,EASY
ADP WHICH NOUN ADP PROPN PART NOUN AUX NOUN,EASY
DET NOUN VERB ADP NOUN ADP DET NOUN WHEN PRON VERB ADV PRON VERB SCONJ DET NOUN ADP PRON NOUN AUX VERB ADJ WHAT AUX DET ADV ADV ADJ NOUN SCONJ PRON PART VERB ADP DET ADJ NOUN,DIFFICULT
DET NOUN VERB NOUN ADP DET NOUN CCONJ VERB NOUN ADP,DIFFICULT
DET NOUN VERB ADP DET NOUN ADP DET ADJ NOUN VERB PART AUX DET NOUN ADP WHICH NOUN,EASY
WHICH ADP DET NOUN VERB ADV ADP DET NOUN NOUN ADP DET NOUN NOUN ADP DET NOUN,EASY
DET NOUN VERB SCONJ NOUN AUX VERB PRON NOUN ADP DET NOUN ADV SCONJ VERB DET NOUN NOUN SCONJ ADJ NOUN DET NOUN VERB ADV CCONJ VERB ADP DET NOUN HOW AUX DET NOUN VERB,DIFFICULT
DET NOUN AUX AUX ADV ADJ ADP VERB WHICH NOUN,EASY
DET NOUN NOUN VERB DET NOUN PART VERB ADJ NOUN ADP VERB WHEN VERB PRON ADJ NOUN HOW AUX DET ADJ NOUN VERB NOUN ADP PROPN,DIFFICULT
NOUN VERB VERB NOUN ADP WHICH ADP DET VERB PROPN NOUN,EASY
SCONJ NOUN AUX VERB WHICH NOUN AUX ADV ADJ PART VERB PRON,EASY
WHICH AUX VERB ADP NOUN PART VERB NOUN ADP NOUN,EASY
WHICH ADP DET ADJ NOUN AUX ADV ADV VERB VERB NOUN NOUN ADP DET NOUN,EASY
WHICH ADP DET NOUN AUX DET NOUN ADP NOUN PUNCT,EASY
HOW AUX DET NOUN ADJ ADP DET NOUN,DIFFICULT
NOUN NOUN VERB NOUN WHICH NUM NOUN VERB NOUN ADP NOUN NOUN,EASY
NOUN ADP PROPN AUX VERB ADV ADP DET PROPN ADP DET PROPN SCONJ DET PROPN AUX,DIFFICULT
WHEN NOUN NOUN AUX VERB ADP DET NOUN CCONJ NOUN AUX PART VERB WHICH ADP DET VERB AUX ADV ADV VERB,EASY
NOUN ADJ ADP PRON ADP DET NOUN ADP PROPN AUX VERB ADP ADJ NOUN VERB ADP PROPN WHY AUX DET ADJ NOUN ADP DET PROPN DET ADJ NOUN ADP VERB NOUN ADP DET ADJ NOUN ADP DET ADV ADJ PROPN,DIFFICULT
WHEN DET NOUN AUX VERB ADP DET NOUN NOUN DET ADJ NOUN VERB DET NOUN ADP DET NOUN PUNCT VERB WHICH NOUN PRON ADJ NOUN AUX ADJ ADP VERB DET NOUN ADP DET NOUN,EASY
WHEN NOUN NOUN AUX VERB PART VERB DET NOUN WHAT ADJ NOUN ADP DET NOUN NOUN,EASY
ADP DET NOUN ADP ADJ NOUN PRON VERB DET ADJ NOUN ADP ADJ NOUN PROPN NOUN AUX VERB PART VERB ADP DET NOUN DET NOUN ADP DET NOUN VERB DET NOUN VERB PRON ADV VERB WHICH ADJ NOUN AUX ADV ADJ PART VERB ADP DET NOUN ADP DET NOUN WHEN NOUN VERB ADV,EASY
PROPN AUX DET NOUN WHICH NOUN AUX VERB ADP PRON NOUN,EASY
NOUN VERB SCONJ NOUN ADV VERB ADJ ADP WHAT AUX ADV NOUN WHICH ADP DET NOUN VERB ADP NOUN VERB NOUN PART VERB PRON,EASY
ADJ PUNCT NOUN NOUN ADP ADJ NOUN SCONJ PROPN PROPN ADP DET NOUN ADP NOUN AUX VERB DET NOUN WHO NOUN PRON AUX,EASY
WHEN DET NOUN VERB DET NOUN ADP DET ADJ NOUN VERB ADP PRON,DIFFICULT
WHAT NOUN AUX VERB PART VERB VERB DET NOUN ADP VERB ADP NOUN,EASY
PROPN VERB DET NOUN ADP DET NOUN DET NOUN VERB ADV ADP DET NOUN SCONJ,DIFFICULT
ADP DET NOUN ADP ADJ NOUN DET NOUN ADP NOUN NOUN AUX NUM NOUN ADJ ADP NUM SCONJ PRON AUX ADP DET NOUN NUM SCONJ DET NOUN WHICH DET NOUN AUX NOUN NOUN ADV ADV VERB ADP DET NOUN ADP DET NOUN,DIFFICULT
WHICH NOUN VERB ADV ADP NOUN ADP DET NOUN ADP DET NOUN NOUN,EASY
WHICH ADP DET NOUN AUX VERB ADP DET NOUN,EASY
WHAT AUX VERB ADP DET NOUN PRON AUX VERB ADP DET ADJ NOUN NOUN,DIFFICULT
WHAT VERB DET ADJ PART VERB NOUN,EASY
WHICH NOUN AUX VERB PART VERB DET NOUN CCONJ NOUN ADP DET NOUN,EASY
DET ADJ PUNCT ADJ NOUN ADP DET NOUN ADP PRON NOUN NOUN ADJ ADP DET PROPN AUX ADV ADJ WHICH VERB DET NOUN,EASY
DET NOUN VERB DET ADJ NOUN SCONJ VERB ADP DET NOUN DET NOUN NOUN AUX AUX VERB DET NOUN SCONJ DET NOUN AUX ADP NOUN,EASY
WHICH ADP DET NOUN AUX VERB NOUN VERB DET ADJ,EASY
HOW AUX DET NOUN ADP DET NOUN VERB PRON NOUN,DIFFICULT
DET NOUN AUX VERB DET ADJ NOUN SCONJ PRON AUX,DIFFICULT
NOUN NOUN ADV VERB ADP NOUN WHICH NOUN AUX AUX ADV ADV VERB ADP DET NOUN NOUN,EASY
WHEN NUM NOUN NOUN VERB PRON VERB PRON,EASY
DET ADJ PUNCT NOUN NOUN ADP ADJ NOUN VERB ADP DET WHICH NOUN PRON ADP DET NOUN AUX DET ADJ NOUN VERB ADP DET ADJ NOUN ADP,EASY
DET NOUN ADP DET NOUN NOUN ADP DET NOUN VERB NOUN ADP,EASY
NOUN VERB DET NOUN NOUN PRON VERB PART VERB NOUN CCONJ NOUN VERB ADJ NOUN CCONJ NOUN NOUN WHICH NOUN NOUN AUX ADV ADJ ADP DET NOUN,EASY
WHICH ADP PRON AUX DET ADJ NOUN PART VERB ADP DET ADV ADJ NOUN,EASY
WHICH ADP DET VERB NOUN ADP DET NOUN AUX VERB ADP PRON NOUN,EASY
ADJ NOUN VERB NOUN NOUN CCONJ ADJ ADJ NOUN AUX ADV VERB ADP WHICH ADP PRON,EASY
NUM NOUN PROPN VERB NOUN ADP NOUN ADP DET NOUN ADP DET NOUN ADV ADP DET NOUN PRON VERB SCONJ DET NOUN AUX VERB WHAT ADV ADV VERB DET NOUN PART VERB,EASY
ADJ NOUN VERB DET ADJ NOUN ADP NOUN PUNCT VERB,DIFFICULT
ADP DET NOUN ADP DET ADJ NOUN NOUN DET NOUN VERB ADP NUM NOUN WHAT AUX VERB SCONJ DET NOUN VERB,DIFFICULT
NOUN NOUN ADP DET NOUN NOUN AUX ADV VERB ADP WHICH ADP DET VERB NOUN,EASY
PROPN PROPN AUX DET NOUN ADP NOUN PRON VERB PROPN CCONJ PROPN ADP PROPN PUNCT DET NOUN PART,EASY
WHAT AUX DET ADJ NOUN NOUN ADP PROPN,EASY
ADP WHAT NOUN AUX DET PROPN PROPN ADP PROPN NOUN,EASY
WHEN AUX ADJ NOUN VERB ADV ADP DET ADJ NOUN ADP DET NOUN,EASY
WHAT AUX PROPN PROPN VERB PART VERB ADP PRON ADV ADJ NOUN,EASY
ADP WHAT NOUN AUX DET PROPN NOUN VERB ADP DET PROPN PROPN PROPN,EASY
WHAT AUX PRON VERB WHEN PROPN NOUN AUX ADJ,DIFFICULT
ADP WHAT NOUN AUX PROPN VERB ADJ ADJ NOUN,EASY
WHAT AUX DET ADJ NOUN ADP PROPN PROPN,EASY
HOW AUX PROPN VERB ADP PROPN,EASY
ADP WHAT NOUN AUX PROPN ADP PROPN VERB ADP,EASY
HOW ADJ NOUN AUX PRON ADP PRON VERB,EASY
WHERE AUX DET ADJ NOUN VERB ADP PROPN PROPN,EASY
ADP WHAT NOUN AUX PROPN VERB ADP PROPN,EASY
ADP HOW ADJ PROPN NOUN AUX ADP PROPN,EASY
WHO AUX DET NOUN NOUN VERB ADP,EASY
WHO AUX DET ADJ PROPN PROPN PROPN,EASY
WHAT NOUN ADP DET NOUN NOUN AUX VERB ADP PRON NOUN,EASY
DET NOUN ADP DET ADJ ADJ NOUN VERB ADP DET PROPN PROPN VERB VERB ADV ADP ADV WHAT NOUN,EASY
WHAT AUX PROPN VERB ADP DET ADJ NOUN ADP DET NOUN ADP DET NOUN,EASY
WHEN AUX DET ADJ ADJ NOUN ADP PROPN,EASY
PROPN PROPN PROPN AUX DET NOUN ADP DET NOUN ADP WHICH NOUN,EASY
PROPN PROPN VERB PART VERB DET ADJ NOUN ADP PRON,EASY
HOW ADJ AUX ADJ NOUN NOUN,EASY
WHERE AUX DET NOUN VERB ADP,EASY
WHEN AUX DET ADJ NOUN ADP DET NOUN,EASY
SCONJ WHAT ADJ NOUN AUX NOUN VERB ADP PROPN,EASY
WHERE AUX DET ADV ADJ NOUN NOUN VERB,EASY
WHAT AUX VERB ADP NOUN VERB ADP ADJ NOUN NOUN NOUN,DIFFICULT
SCONJ DET NOUN ADP DET NOUN ADP PROPN PUNCT NOUN ADP PROPN NOUN NOUN AUX VERB WHICH PRON NUM PROPN,EASY
HOW ADJ NOUN AUX ADJ PROPN VERB ADV ADP NUM,EASY
WHAT NOUN VERB ADJ NOUN,EASY
WHAT AUX PROPN PROPN ADP ADJ NOUN,EASY
WHAT AUX PUNCT PROPN PUNCT,EASY
WHAT NOUN ADP NOUN AUX DET NOUN ADP DET PROPN PROPN ADP PROPN VERB,DIFFICULT
WHAT NOUN AUX ADV VERB ADP ADP PRON NOUN ADP PROPN,EASY
ADP ADP PROPN CCONJ PROPN WHERE SCONJ AUX PROPN VERB ADP DET PROPN,EASY
ADP WHICH NOUN AUX NOUN NOUN VERB DET NOUN,EASY
WHAT AUX PROPN VERB SCONJ PROPN AUX PART VERB,EASY
WHAT AUX DET ADJ NOUN VERB ADP ADP,EASY
WHAT NOUN ADP NOUN AUX VERB ADP PROPN NUM,EASY
WHAT AUX DET NOUN ADP ADJ NOUN WHERE NUM NOUN AUX PART VERB ADP DET,EASY
WHAT NOUN AUX PROPN NOUN PART VERB DET NOUN ADP NOUN,EASY
WHAT NOUN AUX DET PROPN PROPN NOUN,EASY
ADP WHOM AUX DET ADJ NOUN ADP PROPN PROPN PART NOUN VERB PRON,EASY
WHAT NOUN ADP PRON AUX PROPN AUX PART VERB NOUN,EASY
ADP WHAT NOUN AUX DET DET PROPN PROPN PROPN VERB,EASY
WHAT AUX PROPN CCONJ PROPN NOUN NOUN VERB ADV,EASY
ADP WHAT ADJ NOUN AUX ADJ NOUN VERB PRON ADJ ADJ NOUN VERB NOUN,EASY
HOW ADJ ADJ PROPN NOUN NOUN AUX PROPN VERB,EASY
WHAT PROPN AUX DET NOUN ADP DET NOUN ADP ADJ NOUN VERB ADP PROPN,EASY
WHAT NOUN VERB DET NOUN ADP DET ADJ NOUN,EASY
WHAT AUX DET ADJ PROPN PROPN NOUN ADP,EASY
ADP WHAT NOUN AUX PROPN VERB,EASY
WHO VERB DET NOUN ADP PROPN,EASY
WHEN AUX DET PROPN PROPN VERB DET PROPN PROPN PROPN PROPN ADP PROPN PROPN,EASY
WHERE AUX PROPN ADP PROPN ADV VERB ADP,EASY
WHEN AUX DET PROPN NOUN NOUN,EASY
ADP WHAT NOUN NOUN AUX PROPN PROPN PROPN VERB ADP PROPN,EASY
WHAT AUX DET NOUN ADP DET PROPN PROPN NUM PROPN,EASY
WHICH NOUN ADP DET PROPN NOUN AUX DET NOUN VERB ADP,EASY
WHAT NOUN AUX NOUN ADP PROPN PROPN,EASY
HOW ADJ ADJ NOUN NOUN NOUN VERB PROPN PROPN NOUN,EASY
ADP DET NOUN ADP DET NOUN NOUN HOW SCONJ AUX NOUN,DIFFICULT
ADP NUM WHAT AUX PROPN PROPN VERB PRON NOUN ADP,EASY
HOW ADJ ADJ NOUN AUX ADV ADP DET NOUN NOUN,EASY
WHAT AUX DET NOUN ADP NOUN PRON AUX AUX VERB ADP PROPN,EASY
DET ADJ NOUN NOUN NOUN VERB NOUN ADP PROPN ADP WHAT NOUN,EASY
WHO VERB PROPN PROPN,EASY
WHAT AUX PROPN VERB ADP,EASY
ADP WHAT NOUN AUX NOUN VERB,EASY
HOW ADJ ADJ NOUN VERB ADP PROPN,EASY
WHAT NOUN ADP PROPN ADV VERB ADP DET NOUN ADP DET ADJ NOUN,EASY
WHAT AUX PROPN PROPN PROPN CCONJ PROPN PROPN NOUN,EASY
WHAT AUX VERB,DIFFICULT
WHO AUX DET ADV VERB NOUN ADP PROPN PROPN ADJ NOUN,EASY
WHAT NOUN ADP DET PROPN AUX VERB ADJ CCONJ ADJ NOUN,EASY
WHAT NOUN ADP NOUN ADP NOUN ADP VERB NOUN ADP DET PROPN PROPN ADV AUX VERB ADP PROPN ADP NOUN,EASY
HOW ADJ ADJ NOUN ADP PROPN AUX AUX VERB,EASY
DET NOUN NOUN ADP DET PROPN PROPN ADP PROPN AUX VERB WHERE VERB ADP PROPN,EASY
WHOSE NOUN VERB PROPN PART VERB PRON NOUN VERB NOUN,EASY
HOW ADV AUX DET PROPN PROPN PROPN ADJ,EASY
WHAT NOUN ADP PROPN PART ADJ NOUN AUX,EASY
